date,category,amount
2024-05-27,Market,0.55
2024-05-27,Taxi,2.5
2024-05-27,Coffe,18
2024-05-27,Market,4.3
2024-05-27,Taxi,4.4
2024-05-27,Market,4.25
2024-05-27,Market,2.8
2024-05-28,Restuarant,12
2024-05-28,Coffe,5
2024-05-28,Restuarant,7
2024-05-29,Taxi,2.5
2024-05-29,Market,6
2024-05-29,Coffe,11
2024-05-29,Business lunch,5.6
2024-05-29,Transport,3
2024-05-29,Phone,10
2024-05-30,Market,0.5
2024-05-30,Market,13
2024-05-31,Restuarant,4.5
2024-05-31,Market,7.7
2024-05-31,Restuarant,6.8
2024-06-01,Coffe,4.8
2024-06-01,Market,0.5
2024-06-01,Restuarant,44
2024-06-01,Coffe,4.8
2024-06-01,Restuarant,5.6
2024-06-01,Coffe,4.8
2024-06-01,Market,20
2024-06-02,Transport,10
2024-06-02,Coffe,4.8
2024-06-02,Restuarant,35
2024-06-02,Coffe,7.6
2024-06-02,Learning,26
2024-06-02,Learning,1.4
2024-06-02,Market,35
2024-06-03,Market,5.3
2024-06-03,Business lunch,10.9
2024-06-03,Coffe,7.6
2024-06-03,Coffe,6.6
2024-06-03,Events,50
2024-06-03,Restuarant,5.6
2024-06-03,Market,1.3
2024-06-04,Other,10
2024-06-04,Coffe,4.8
2024-06-04,Phone,3
2024-06-04,Coffe,12
2024-06-04,Coffe,4.8
2024-06-04,Market,8
2024-06-05,Market,7
2024-06-05,Restuarant,23
2024-06-05,Coffe,4.8
2024-06-05,Coffe,4.8
2024-06-05,Phone,3
2024-06-06,Coffe,7.6
2024-06-06,Taxi,5.9
2024-06-06,Restuarant,150
2024-06-06,Coffe,5.8
2024-06-07,Taxi,2
2024-06-07,Taxi,6.5
2024-06-07,Market,6.5
2024-06-07,Coffe,15
2024-06-07,Phone,3
2024-06-07,Market,15
2024-06-08,Transport,10
2024-06-08,Market,6.5
2024-06-08,Coffe,7.6
2024-06-08,Restuarant,31
2024-06-08,Coffe,4.8
2024-06-08,Learning,27
2024-06-08,Market,2.3
2024-06-09,Market,3
2024-06-09,Coffe,8.4
2024-06-09,Learning,40
2024-06-09,Restuarant,123
2024-06-09,Clothing,88
2024-06-09,Coffe,11
2024-06-09,Market,5.55
2024-06-10,Business lunch,10
2024-06-10,Coffe,8
2024-06-10,Coffe,5
2024-06-10,Market,1
2024-06-11,Market,21
2024-06-11,Business lunch,10
2024-06-11,Market,7
2024-06-11,Communal,250
2024-06-11,Restuarant,10
2024-06-12,Market,3.2
2024-06-12,Coffe,7.6
2024-06-12,Taxi,6.3
2024-06-12,Taxi,5.2
2024-06-12,Events,200
2024-06-12,Clothing,402
2024-06-12,Taxi,5.5
2024-06-13,Business lunch,8.5
2024-06-13,Coffe,8
2024-06-13,Restuarant,24
2024-06-14,Market,3.3
2024-06-14,Phone,3
2024-06-14,Business lunch,8
2024-06-14,Restuarant,43
2024-06-15,Restuarant,5.7
2024-06-15,Coffe,5.6
2024-06-15,Coffe,8.4
2024-06-15,Coffe,6.6
2024-06-15,Restuarant,5.7
2024-06-16,Coffe,7.6
2024-06-16,Restuarant,5.7
2024-06-16,Coffe,4.55
2024-06-17,Taxi,6.1
2024-06-17,Coffe,16
2024-06-17,Taxi,22
2024-06-17,Taxi,4.1
2024-06-17,Market,13
2024-06-18,Coffe,8
2024-06-18,Restuarant,5.7
2024-06-18,Coffe,9.2
2024-06-19,Restuarant,17
2024-06-19,Coffe,6.6
2024-06-19,Transport,0.8
2024-06-19,Market,5.3
2024-06-19,Restuarant,20
2024-06-19,Market,10
2024-06-20,Market,10
2024-06-20,Business lunch,8.6
2024-06-20,Coffe,5.8
2024-06-20,Market,18
2024-06-21,Transport,0.4
2024-06-21,Taxi,2
2024-06-21,Market,4.8
2024-06-21,Restuarant,2
2024-06-22,Transport,0.8
2024-06-22,Coffe,8.4
2024-06-22,Restuarant,5.7
2024-06-22,Transport,3
2024-06-22,Market,1.85
2024-06-23,Coffe,8.4
2024-06-23,Phone,1
2024-06-24,Market,1.7
2024-06-24,Restuarant,8.5
2024-06-24,Coffe,6
2024-06-24,Market,3.2
2024-06-24,Taxi,3
2024-06-25,Restuarant,5.4
2024-06-25,Coffe,8.3
2024-06-25,Restuarant,5.7
2024-06-25,Coffe,5.9
2024-06-26,Market,1.5
2024-06-26,Coffe,6
2024-06-26,Restuarant,40
2024-06-26,Fuel,20
2024-06-26,Coffe,5.9
2024-06-26,Market,3
2024-06-26,Coffe,19
2024-06-26,Restuarant,25
2024-06-27,Transport,3
2024-06-27,Phone,2.27
2024-06-28,Market,3.3
2024-06-28,Restuarant,5.4
2024-06-28,Coffe,8.3
2024-06-29,Phone,10
2024-06-29,Coffe,5.9
2024-06-29,Coffe,19
2024-06-29,Learning,13
2024-06-29,Coffe,5.6
2024-06-29,Restuarant,20
2024-06-30,Transport,10
2024-06-29,Fuel,20
2024-06-30,Coffe,6
2024-06-30,Restuarant,5.7
2024-06-30,Coffe,5
2024-06-30,Market,6
2024-06-30,Other,10
2024-06-30,Health,2.2
2024-06-30,Market,29
2024-07-01,Business lunch,7.2
2024-07-01,Market,11
2024-07-01,Clothing,213
2024-07-01,Coffe,8.7
2024-07-02,Coffe,5.25
2024-07-02,Business lunch,5.5
2024-07-02,Market,8
2024-07-02,Coffe,8.7
2024-07-02,Market,7
2024-07-03,Business lunch,12
2024-07-03,Coffe,7.35
2024-07-03,Market,16
2024-07-03,Coffe,8.7
2024-07-03,Market,8
2024-07-04,Business lunch,5.4
2024-07-04,Coffe,7.35
2024-07-04,Market,7
2024-07-04,Business lunch,14
2024-07-04,Coffe,8
2024-07-04,Clothing,204
2024-07-05,Phone,5
2024-07-05,Market,4.3
2024-07-05,Business lunch,10
2024-07-05,Market,1.3
2024-07-05,Market,8
2024-07-05,Coffe,6
2024-07-05,Market,4.5
2024-07-05,Restuarant,42
2024-07-06,Other,20
2024-07-06,Events,500
2024-07-06,Events,21
2024-07-06,Events,12
2024-07-05,Taxi,5
2024-07-06,Market,3
2024-07-07,Coffe,6
2024-07-07,Coffe,8
2024-07-07,Market,13
2024-07-08,Market,5.2
2024-07-08,Business lunch,10
2024-07-08,Transport,10
2024-07-09,Business lunch,12
2024-07-09,Coffe,8.3
2024-07-09,Coffe,8
2024-07-10,Market,3.2
2024-07-10,Learning,50
2024-07-10,Transport,1
2024-07-10,Business lunch,20
2024-07-10,Coffe,5.8
2024-07-10,Coffe,5
2024-07-10,Market,4
2024-07-11,Market,1.6
2024-07-11,Communal,200
2024-07-11,Business lunch,10
2024-07-11,Learning,15
2024-07-11,Restuarant,7
2024-07-11,Coffe,8
2024-07-11,Market,0.85
2024-07-12,Market,11
2024-07-12,Business lunch,7.2
2024-07-12,Restuarant,55
2024-07-12,Coffe,5
2024-07-13,Coffe,8
2024-07-13,Coffe,7
2024-07-13,Restuarant,5.7
2024-07-13,Coffe,8
2024-07-13,Market,1
2024-07-14,Coffe,8
2024-07-14,Restuarant,6
2024-07-14,Coffe,8
2024-07-14,joy,13
2024-07-14,Phone,5
2024-07-14,Restuarant,120
2024-07-14,Taxi,10
2024-07-15,Business lunch,6
2024-07-15,Business lunch,10
2024-07-15,Market,9
2024-07-15,Coffe,9
2024-07-15,Market,12
2024-07-16,Business lunch,6.24
2024-07-16,Coffe,8
2024-07-17,Market,7
2024-07-17,Phone,5
2024-07-17,Tech,2222
2024-07-17,Tech,5
2024-07-17,Market,10
2024-07-17,Business lunch,88
2024-07-17,Taxi,2.5
2024-07-17,Taxi,18
2024-07-17,Market,5.1
2024-07-18,Market,5.6
2024-07-18,Business lunch,9
2024-07-18,Coffe,7
2024-07-19,Coffe,8
2024-07-19,Restuarant,5.7
2024-07-18,Restuarant,23
2024-07-19,Phone,5
2024-07-20,Coffe,8
2024-07-20,business_expenses,150
2024-07-20,Restuarant,50
2024-07-21,Restuarant,5.7
2024-07-21,Coffe,8.7
2024-07-21,Restuarant,40
2024-07-22,Coffe,19
2024-07-22,Coffe,7.1
2024-07-22,Restuarant,60
2024-07-23,Transport,2
2024-07-23,Market,1
2024-07-23,Restuarant,5.7
2024-07-23,Coffe,8
2024-07-23,Phone,5
2024-07-23,Market,15
2024-07-24,Transport,1
2024-07-24,Coffe,18.1
2024-07-24,Restuarant,6
2024-07-24,Transport,0.5
2024-07-25,Coffe,9
2024-07-25,Market,20
2024-07-25,Coffe,15
2024-07-25,Restuarant,90
2024-07-25,Transport,0.5
2024-07-25,Market,2.25
2024-07-25,Market,19
2024-07-26,Coffe,8.7
2024-07-26,Taxi,2.5
2024-07-26,Restuarant,5.9
2024-07-26,Taxi,2.5
2024-07-26,Coffe,8
2024-07-26,Market,8
2024-07-26,Coffe,8
2024-07-27,Coffe,8
2024-07-27,Coffe,15
2024-07-27,Restuarant,5.7
2024-07-27,Market,26
2024-07-28,Coffe,8.7
2024-07-28,Coffe,11
2024-07-28,Restuarant,5.7
2024-07-28,Transport,2
2024-07-28,Market,16
2024-07-29,Coffe,8
2024-07-29,Restuarant,100
2024-07-29,Coffe,8
2024-07-29,Transport,10
2024-07-29,Market,5
2024-07-30,Coffe,16
2024-07-30,Coffe,15
2024-07-30,Restuarant,72
2024-07-31,Sport,89
2024-07-31,Coffe,16
2024-07-31,Tech,35
2024-07-31,Learning,3
2024-07-31,Business lunch,11
2024-07-31,Phone,10
2024-07-31,Phone,5
2024-07-31,Coffe,8
2024-08-01,Sport,20
2024-08-01,Market,2.4
2024-08-01,Taxi,2.5
2024-08-01,Coffe,6.75
2024-08-01,Business lunch,10
2024-08-01,Coffe,8
2024-08-02,Market,18
2024-08-02,Business lunch,9
2024-08-02,Business lunch,12
2024-08-02,Coffe,8
2024-08-02,Market,1
2024-08-03,Coffe,5
2024-08-03,Restuarant,25
2024-08-03,Market,14
2024-08-03,Coffe,8
2024-08-04,Coffe,15
2024-08-04,Coffe,8
2024-08-04,Coffe,15.2
2024-08-04,Market,16
2024-08-05,Restuarant,5.4
2024-08-05,Market,12
2024-08-05,Coffe,8
2024-08-05,Phone,5
2024-08-05,Learning,120
2024-08-05,Coffe,7.2
2024-08-06,Coffe,15.23
2024-08-06,Learning,27
2024-08-06,Market,51
2024-08-06,Coffe,8.2
2024-08-06,Transport,0.5
2024-08-06,Other,10
2024-08-07,Market,7.2
2024-08-07,Restuarant,5.4
2024-08-07,Learning,50
2024-08-07,Coffe,8.7
2024-08-07,Phone,15
2024-08-08,Restuarant,7.2
2024-08-08,Coffe,15.23
2024-08-08,Coffe,8.7
2024-08-08,Market,5.32
2024-08-09,Restuarant,5.4
2024-08-09,Market,15
2024-08-09,Taxi,4.2
2024-08-09,Coffe,15.2
2024-08-09,Restuarant,61
2024-08-09,Transport,3
2024-08-10,Learning,50
2024-08-10,Market,3.21
2024-08-10,Coffe,8
2024-08-10,Coffe,15.2
2024-08-10,Transport,1
2024-08-10,Market,7
2024-08-10,Communal,150
2024-08-11,Coffe,15.2
2024-08-11,Transport,1
2024-08-11,Coffe,8
2024-08-11,Market,8.52
2024-08-11,Transport,0.5
2024-08-12,Coffe,15.23
2024-08-12,Market,3.33
2024-08-12,Business lunch,9
2024-08-12,Coffe,7.53
2024-08-12,Market,10
2024-08-13,Transport,2
2024-08-13,Coffe,19
2024-08-13,Business lunch,11
2024-08-13,Phone,5
2024-08-13,Learning,70
2024-08-13,Coffe,18
2024-08-14,Transport,1.5
2024-08-14,Business lunch,12
2024-08-14,Market,8
2024-08-14,Market,16
2024-08-15,Transport,1
2024-08-15,Coffe,15.23
2024-08-15,Business lunch,10
2024-08-15,Clothing,39
2024-08-15,Coffe,8
2024-08-15,Market,8
2024-08-16,Transport,1
2024-08-16,Taxi,2.5
2024-08-16,Coffe,6.75
2024-08-16,Business lunch,11.3
2024-08-16,Coffe,8
2024-08-16,Restuarant,83
2024-08-17,Coffe,15.2
2024-08-17,Coffe,8
2024-08-17,Coffe,18
2024-08-17,Transport,1
2024-08-17,Market,7
2024-08-18,Coffe,15.2
2024-08-18,Coffe,8
2024-08-18,Market,0.5
2024-08-18,Transport,2
2024-08-18,Coffe,13.13
2024-08-19,Market,2.5
2024-08-19,Restuarant,12
2024-08-19,Coffe,8
2024-08-19,Market,2.45
2024-08-19,Market,2.5
2024-08-20,Transport,1
2024-08-20,Taxi,2.5
2024-08-20,Coffe,8
2024-08-20,Market,3.55
2024-08-21,Taxi,2.5
2024-08-21,Coffe,6.75
2024-08-21,Other,10
2024-08-21,Other,2
2024-08-21,Market,3
2024-08-22,Transport,2
2024-08-22,Coffe,15.23
2024-08-22,Coffe,8
2024-08-23,Taxi,2.5
2024-08-23,Coffe,6.75
2024-08-23,Business lunch,9
2024-08-24,Transport,0.5
2024-08-24,Transport,0.5
2024-08-24,Coffe,15
2024-08-24,Coffe,8
2024-08-24,Market,10
2024-08-24,Transport,0.5
2024-08-25,Transport,1
2024-08-25,Market,9
2024-08-25,Taxi,2.5
2024-08-25,Coffe,8
2024-08-25,Restuarant,40
2024-08-25,Restuarant,17
2024-08-25,Coffe,5
2024-08-25,Taxi,5
2024-08-25,Phone,15
2024-08-26,Transport,0.5
2024-08-26,Market,5
2024-08-26,Market,0.55
2024-08-26,Taxi,2.5
2024-08-26,Restuarant,10
2024-08-26,Coffe,8
2024-08-26,Coffe,8
2024-08-26,Market,13
2024-08-27,Transport,1
2024-08-27,Market,11
2024-08-27,Taxi,2.5
2024-08-27,business_expenses,29
2024-08-27,Coffe,15
2024-08-27,Other,90
2024-08-27,Taxi,2.5
2024-08-27,Taxi,5
2024-08-27,Market,8.2
2024-08-27,business_expenses,70
2024-08-27,business_expenses,15
2024-08-28,Transport,0.5
2024-08-28,Transport,0.5
2024-08-28,Transport,0.5
2024-08-28,Market,7.4
2024-08-28,Taxi,2.6
2024-08-28,Coffe,8
2024-08-28,Coffe,7.4
2024-08-28,Market,11
2024-08-29,Restuarant,25
2024-08-29,Transport,1.5
2024-08-29,Market,8
2024-08-29,Taxi,2.6
2024-08-29,Coffe,9.4
2024-08-29,Coffe,18.2
2024-08-29,Taxi,6
2024-08-29,Market,5
2024-08-30,Transport,1
2024-08-30,Coffe,8
2024-08-30,Business lunch,22
2024-08-30,Coffe,7
2024-08-30,Coffe,16
2024-08-31,Coffe,16
2024-08-31,Transport,2
2024-08-31,Market,8
2024-09-01,Sport,89
2024-09-01,Transport,1
2024-09-01,Market,20
2024-09-01,Market,0.45
2024-09-01,Taxi,2.5
2024-09-01,Coffe,8
2024-09-01,Restuarant,112
2024-09-01,Transport,3
2024-09-01,Coffe,8
2024-09-01,Restuarant,11
2024-09-01,Taxi,3
2024-09-01,Market,16
2024-09-01,Coffe,12
2024-09-01,Transport,0.5
2024-09-01,Market,15.2
2024-09-02,Transport,0.5
2024-09-02,Market,4.57
2024-09-02,Coffe,7.35
2024-09-02,business_expenses,2
2024-09-02,Restuarant,8.1
2024-09-02,Coffe,8
2024-09-02,Clothing,170
2024-09-02,Transport,0.5
2024-09-03,Coffe,16
2024-09-03,Market,3.25
2024-09-03,Transport,1
2024-09-03,Coffe,16
2024-09-03,Restuarant,38
2024-09-04,Coffe,16
2024-09-04,Market,3.25
2024-09-04,Business lunch,10
2024-09-04,Coffe,7.4
2024-09-04,business_expenses,95
2024-09-04,Market,3.27
2024-09-05,Phone,2
2024-09-05,Business lunch,8.1
2024-09-05,Coffe,7.4
2024-09-05,Coffe,16
2024-09-05,Coffe,3.5
2024-09-05,Transport,0.5
2024-09-06,Coffe,7
2024-09-06,Coffe,16
2024-09-06,Taxi,3.5
2024-09-06,Taxi,4.8
2024-09-06,Business lunch,6
2024-09-07,Transport,1
2024-09-07,Market,7.4
2024-09-07,Taxi,2.6
2024-09-07,Coffe,7.4
2024-09-07,Coffe,17.3
2024-09-07,Transport,0.5
2024-09-07,Market,18
2024-09-08,Transport,0.5
2024-09-08,Market,15
2024-09-08,Taxi,2
2024-09-08,Restuarant,52
2024-09-08,Transport,0.5
2024-09-08,Health,4
2024-09-09,Transport,0.5
2024-09-09,Coffe,16
2024-09-09,Coffe,7
2024-09-09,Market,3.25
2024-09-09,Restuarant,57
2024-09-09,Transport,1
2024-09-10,Transport,0.5
2024-09-10,Market,8
2024-09-10,Coffe,5.25
2024-09-10,Learning,50
2024-09-10,Business lunch,7.8
2024-09-10,Transport,0.5
2024-09-10,Market,16
2024-09-11,Phone,3
2024-09-11,Transport,0.5
2024-09-11,Market,14
2024-09-11,Events,50
2024-09-11,Taxi,6
2024-09-11,Phone,12
2024-09-11,Health,6
2024-09-11,Coffe,8
2024-09-11,Transport,0.5
2024-09-11,Communal,180
2024-09-12,Transport,0.5
2024-09-12,Market,4.1
2024-09-12,Restuarant,8.1
2024-09-12,Restuarant,7.2
2024-09-12,Coffe,6
2024-09-12,Coffe,5.6
2024-09-12,Transport,0.5
2024-09-12,Market,4
2024-09-13,Coffe,21
2024-09-13,Taxi,4
2024-09-13,Transport,0.5
2024-09-13,Business lunch,12
2024-09-13,Coffe,7.4
2024-09-14,Transport,0.5
2024-09-14,Market,12.1
2024-09-14,Taxi,2.5
2024-09-14,Coffe,10
2024-09-14,Phone,1
2024-09-14,Restuarant,118
2024-09-14,Transport,0.5
2024-09-14,Sport,3
2024-09-14,Market,6
2024-09-15,Taxi,2.6
2024-09-15,Market,14
2024-09-15,Coffe,8
2024-09-15,Tech,510
2024-09-15,Restuarant,178
2024-09-16,Market,11
2024-09-16,Restuarant,8
2024-09-16,Coffe,9
2024-09-16,Market,6.23
2024-09-16,Restuarant,11
2024-09-16,Coffe,8
2024-09-16,Transport,1
2024-09-16,Market,4
2024-09-16,Health,14
2024-09-17,Transport,1
2024-09-17,Market,8
2024-09-17,Coffe,6
2024-09-17,Business lunch,10
2024-09-17,Phone,15
2024-09-17,Coffe,8
2024-09-17,Taxi,8
2024-09-17,Restuarant,40
2024-09-17,Restuarant,10
2024-09-18,Market,14
2024-09-18,Business lunch,10
2024-09-18,Events,30
2024-09-18,Transport,1
2024-09-18,Coffe,6
2024-09-18,Market,17
2024-09-19,Transport,0.5
2024-09-19,Restuarant,7.2
2024-09-19,Phone,12
2024-09-19,business_expenses,24
2024-09-19,Coffe,8
2024-09-19,Market,7
2024-09-20,Restuarant,8
2024-09-20,Transport,1
2024-09-20,Market,7
2024-09-20,Other,10
2024-09-20,Other,10
2024-09-20,Other,12
2024-09-21,Market,7.4
2024-09-21,Taxi,3
2024-09-21,Coffe,8
2024-09-21,Transport,0.5
2024-09-21,Market,5
2024-09-22,Market,7
2024-09-22,Taxi,2.6
2024-09-22,Restuarant,48
2024-09-22,Coffe,8
2024-09-22,Coffe,7
2024-09-22,Transport,1
2024-09-23,Transport,0.5
2024-09-23,Coffe,16
2024-09-23,Coffe,5.25
2024-09-23,Business lunch,12
2024-09-23,Market,5
2024-09-23,Coffe,4.5
2024-09-23,business_expenses,15
2024-09-23,Transport,0.5
2024-09-23,Market,7.2
2024-09-24,Taxi,7
2024-09-24,Market,6.2
2024-09-24,Coffe,7.4
2024-09-24,Restuarant,12
2024-09-24,Transport,0.5
2024-09-25,Transport,0.5
2024-09-25,Restuarant,8.5
2024-09-25,Coffe,5.25
2024-09-25,Coffe,4.4
2024-09-25,Coffe,13
2024-09-25,Transport,0.5
2024-09-26,Transport,0.5
2024-09-26,Market,6.5
2024-09-26,Restuarant,7.2
2024-09-26,Coffe,8.4
2024-09-26,Coffe,7.4
2024-09-26,Transport,0.5
2024-09-26,Market,9
2024-09-27,Transport,0.5
2024-09-27,Market,7
2024-09-27,Restuarant,17.1
2024-09-27,Coffe,8
2024-09-27,Restuarant,8
2024-09-27,Coffe,7.4
2024-09-27,Transport,0.5
2024-09-28,Transport,0.5
2024-09-28,Market,8
2024-09-28,Coffe,13
2024-09-28,Coffe,13
2024-09-28,Transport,0.5
2024-09-28,Market,8
2024-09-29,Transport,0.5
2024-09-29,Market,7.4
2024-09-29,Coffe,15
2024-09-29,Restuarant,8
2024-09-29,Transport,0.5
2024-09-29,Market,4.8
2024-09-30,Transport,0.5
2024-09-30,Market,3.75
2024-09-30,Restuarant,8
2024-09-30,Restuarant,40
2024-09-30,Coffe,4.5
2024-09-30,Restuarant,145
2024-10-01,Transport,0.5
2024-10-01,Sport,89
2024-10-01,Sport,20
2024-10-01,Market,0.5
2024-10-01,Restuarant,55
2024-10-01,Coffe,7.4
2024-10-01,Transport,0.5
2024-10-01,Market,18
2024-10-01,Market,1
2024-10-01,Other,20
2024-10-02,Taxi,4
2024-10-02,Market,7.5
2024-10-02,Restuarant,7
2024-10-02,Events,200
2024-10-02,Taxi,7
2024-10-02,Other,70
2024-10-03,Market,7.8
2024-10-03,Restuarant,7.2
2024-10-03,Coffe,5.25
2024-10-03,Tech,5.6
2024-10-03,Coffe,15
2024-10-03,Transport,0.5
2024-10-04,Transport,0.5
2024-10-04,Market,7
2024-10-04,Coffe,9
2024-10-04,business_expenses,17
2024-10-04,Restuarant,11
2024-10-04,Coffe,7.4
2024-10-04,Transport,0.5
2024-10-04,Market,5.55
2024-10-05,Transport,0.5
2024-10-05,Coffe,15
2024-10-05,Learning,33
2024-10-05,Restuarant,8
2024-10-05,Transport,0.5
2024-10-05,Learning,15
2024-10-06,Transport,0.5
2024-10-06,Market,0.5
2024-10-06,Coffe,15
2024-10-06,Coffe,15
2024-10-06,Transport,0.5
2024-10-06,Market,2.5
2024-10-06,Phone,16
2024-10-07,Transport,0.5
2024-10-07,Market,7
2024-10-07,Restuarant,9
2024-10-07,Coffe,6.4
2024-10-07,Coffe,7
2024-10-07,Coffe,7.2
2024-10-07,Transport,0.5
2024-10-07,Market,16
2024-10-08,Transport,0.5
2024-10-08,Market,7.4
2024-10-08,Restuarant,11
2024-10-08,Clothing,150
2024-10-08,Market,8
2024-10-08,Coffe,15
2024-10-08,Taxi,7
2024-10-08,Transport,0.5
2024-10-09,Restuarant,23
2024-10-09,Transport,0.5
2024-10-09,Coffe,15
2024-10-09,Coffe,8
2024-10-09,Transport,1.5
2024-10-09,Market,5.5
2024-10-10,Learning,50
2024-10-10,Transport,1
2024-10-10,Coffe,15
2024-10-10,Coffe,8
2024-10-10,Transport,0.5
2024-10-11,Transport,0.5
2024-10-11,Market,8
2024-10-11,Phone,3
2024-10-11,Coffe,15
2024-10-11,Coffe,8
2024-10-11,Transport,0.5
2024-10-11,Market,5.3
2024-10-12,Transport,0.5
2024-10-12,Market,7.4
2024-10-12,Restuarant,5.8
2024-10-12,Coffe,5.6
2024-10-12,Transport,0.5
2024-10-12,Other,10
2024-10-13,Transport,0.5
2024-10-13,Market,8.3
2024-10-13,Taxi,2.5
2024-10-13,Coffe,13
2024-10-13,Transport,0.5
2024-10-13,Restuarant,22
2024-10-13,Transport,0.5
2024-10-13,Market,8
2024-10-14,Taxi,4.1
2024-10-14,Market,11
2024-10-14,Restuarant,7.2
2024-10-14,Taxi,5.1
2024-10-14,Transport,0.5
2024-10-14,Coffe,13
2024-10-14,Transport,0.5
2024-10-15,Transport,0.5
2024-10-15,Market,7.7
2024-10-15,Restuarant,14
2024-10-15,Coffe,5.6
2024-10-15,Transport,0.5
2024-10-15,Market,5.12
2024-10-16,Transport,0.5
2024-10-16,Market,7.4
2024-10-16,Restuarant,10
2024-10-16,Coffe,5.6
2024-10-17,Transport,0.5
2024-10-17,Market,10
2024-10-17,Restuarant,10
2024-10-17,Learning,30
2024-10-17,Transport,0.5
2024-10-17,Market,10
2024-10-18,Transport,0.5
2024-10-18,Market,8.8
2024-10-18,Restuarant,10
2024-10-18,Coffe,13
2024-10-18,Market,6
2024-10-19,Coffe,13
2024-10-19,Transport,0.5
2024-10-19,Coffe,5.6
2024-10-19,Transport,0.5
2024-10-19,Market,22
2024-10-20,Transport,1
2024-10-20,Taxi,2.6
2024-10-20,Market,9
2024-10-20,Coffe,13
2024-10-20,Phone,5
2024-10-20,Restuarant,24
2024-10-20,Other,12
2024-10-20,Other,10
2024-10-20,Market,6
2024-10-21,Phone,25
2024-10-21,Transport,0.5
2024-10-21,Transport,0.5
2024-10-21,Coffe,13
2024-10-21,Learning,50
2024-10-21,Coffe,15
2024-10-21,Transport,0.5
2024-10-21,Market,6
2024-10-22,Taxi,3
2024-10-22,Coffe,13
2024-10-22,Coffe,5.6
2024-10-22,Restuarant,60
2024-10-22,Market,3
2024-10-23,Transport,0.5
2024-10-23,Taxi,3
2024-10-23,Market,11
2024-10-23,Coffe,5.6
2024-10-23,Coffe,13
2024-10-23,Coffe,5.6
2024-10-23,Market,21
2024-10-24,Coffe,13
2024-10-24,Market,0.5
2024-10-24,Transport,0.5
2024-10-24,Market,3
2024-10-24,Communal,100
2024-10-25,Transport,0.5
2024-10-25,Market,5.64
2024-10-25,Market,10
2024-10-25,Coffe,6
2024-10-25,Coffe,13
2024-10-25,Transport,0.5
2024-10-26,Transport,1
2024-10-26,Transport,0.5
2024-10-26,Other,15
2024-10-26,Coffe,13
2024-10-26,Market,5
2024-10-27,Transport,1
2024-10-27,Market,7.4
2024-10-27,Taxi,3
2024-10-27,Coffe,13
2024-10-27,Restuarant,23
2024-10-27,Transport,0.5
2024-10-27,Other,10
2024-10-27,Market,28
2024-10-28,Taxi,9.3
2024-10-28,Restuarant,7.2
2024-10-28,Clothing,126
2024-10-28,Coffe,6.4
2024-10-28,Restuarant,8
2024-10-28,Coffe,5
2024-10-29,Transport,0.5
2024-10-29,Market,10
2024-10-29,Restuarant,11
2024-10-29,Coffe,6.4
2024-10-29,Coffe,13
2024-10-29,Market,7
2024-10-30,Transport,0.5
2024-10-30,Market,8
2024-10-30,Restuarant,24
2024-10-30,Coffe,6.4
2024-10-30,Events,10
2024-10-30,Transport,1
2024-10-30,Restuarant,17
2024-10-31,Sport,89
2024-11-02,Sport,20
2024-10-31,Transport,1
2024-10-31,Market,9
2024-10-31,Coffe,6.4
2024-10-31,Coffe,12
2024-10-31,Events,20
2024-10-31,Market,24
2024-11-01,Market,7.4
2024-11-01,Restuarant,8
2024-11-01,Coffe,6.4
2024-11-01,Coffe,11
2024-11-01,Transport,0.5
2024-11-02,Transport,0.5
2024-11-02,Taxi,4.1
2024-11-02,Market,9
2024-11-02,Coffe,5.6
2024-11-02,Coffe,10
2024-11-02,Transport,0.5
2024-11-02,Market,19
2024-11-03,Learning,8
2024-11-02,Learning,20
2024-11-03,Transport,0.5
2024-11-03,Coffe,5.6
2024-11-03,Transport,0.5
2024-11-03,Other,25
2024-11-03,Restuarant,52
2024-11-03,Transport,0.5
2024-11-04,Phone,20
2024-11-04,Transport,0.5
2024-11-04,Coffe,13
2024-11-04,Transport,1
2024-11-04,Market,1
2024-11-05,Learning,20
2024-11-05,Transport,0.5
2024-11-05,Transport,0.5
2024-11-05,Market,7.4
2024-11-05,Coffe,5.6
2024-11-05,Coffe,5.6
2024-11-05,Market,6.28
2024-11-06,Transport,0.5
2024-11-06,Market,7.4
2024-11-06,Market,13
2024-11-06,Coffe,10
2024-11-06,Restuarant,6.5
2024-11-06,Coffe,4.5
2024-11-06,Transport,0.5
2024-11-06,Market,12
2024-11-07,Learning,6.4
2024-11-07,Transport,0.5
2024-11-07,Market,8
2024-11-07,Coffe,13
2024-11-07,Restuarant,6.5
2024-11-07,Transport,0.5
2024-11-07,Market,16
2024-11-08,Other,20
2024-11-08,Transport,0.5
2024-11-08,Coffe,13
2024-11-08,Restuarant,6.5
2024-11-08,Transport,0.5
2024-11-08,Market,9.25
2024-11-09,Transport,1
2024-11-09,Coffe,15
2024-11-09,Transport,0.5
2024-11-09,Restuarant,35
2024-11-09,Market,15
2024-11-10,Transport,0.5
2024-11-10,Market,7.4
2024-11-10,Coffe,6
2024-11-10,Learning,50
2024-11-10,Coffe,5.6
2024-11-10,Transport,0.5
2024-11-11,Transport,0.5
2024-11-11,Market,13
2024-11-11,Coffe,5.6
2024-11-11,Restuarant,6.5
